anon,comment,commenthidden,lang,minor,parentid,revid,roles,size,suppressed,tags,timestamp,title,user,userhidden
,"spatie voor <ref> weg,typo",,nl,,41784729,41784800,main,11379,,,2014-07-29 09:23:10,Conflict in de Gazastrook 2014,Mar(c),
,"stuk geïntegreerd met stuk dat er al stond, lijkt me beter dan in herhaling te vallen",,nl,,41784703,41784729,main,11384,,visualeditor,2014-07-29 09:14:32,Conflict in de Gazastrook 2014,MichielDMN,
,/* VN geviseerd */,,nl,,41784655,41784703,main,11650,,visualeditor,2014-07-29 09:11:24,Conflict in de Gazastrook 2014,MichielDMN,
,opm,,nl,,41784613,41784655,main,11655,,,2014-07-29 09:05:49,Conflict in de Gazastrook 2014,Wwikix,
,/* VN geviseerd */ spelling; let er misschien op dat ik dat daarnet al min of meer in het artikel had gezet,,nl,,41784577,41784613,main,11535,,,2014-07-29 09:00:59,Conflict in de Gazastrook 2014,MichielDMN,
,layout,,nl,,41784564,41784577,main,11521,,,2014-07-29 08:55:03,Conflict in de Gazastrook 2014,Ben Pirard,
,VN,,nl,,41784400,41784564,main,11519,,,2014-07-29 08:54:00,Conflict in de Gazastrook 2014,Ben Pirard,
,/* Oorlogdsmisdaden */,,nl,,41784361,41784400,main,10317,,,2014-07-29 08:29:30,Conflict in de Gazastrook 2014,Ben Pirard,
,Oorlogdsmisdaden,,nl,,41784171,41784361,main,10319,,,2014-07-29 08:23:55,Conflict in de Gazastrook 2014,Ben Pirard,
,/* Start grondoffensief */,,nl,,41784095,41784171,main,8968,,,2014-07-29 07:47:37,Conflict in de Gazastrook 2014,MichielDMN,
,/* Start grondoffensief */,,nl,,41784077,41784095,main,7955,,,2014-07-29 07:30:03,Conflict in de Gazastrook 2014,MichielDMN,
,/* Start grondoffensief */,,nl,,41784068,41784077,main,7698,,,2014-07-29 07:25:19,Conflict in de Gazastrook 2014,MichielDMN,
,/* Start grondoffensief */,,nl,,41784050,41784068,main,7502,,,2014-07-29 07:21:59,Conflict in de Gazastrook 2014,MichielDMN,
,/* Start grondoffensief */,,nl,,41784022,41784050,main,7116,,,2014-07-29 07:17:09,Conflict in de Gazastrook 2014,MichielDMN,
,"spelling, opmaak",,nl,,41784021,41784022,main,6543,,,2014-07-29 07:09:23,Conflict in de Gazastrook 2014,MichielDMN,
,"spelling; ""<br>"" is niet nodig als er twee enters volgen",,nl,,41783319,41784021,main,6566,,,2014-07-29 07:08:24,Conflict in de Gazastrook 2014,MichielDMN,
,,,nl,,41782668,41783319,main,6580,,,2014-07-28 22:20:47,Conflict in de Gazastrook 2014,NFLNeuman,
,/* Aanleiding */,,nl,,41782659,41782668,main,5246,,,2014-07-28 20:34:55,Conflict in de Gazastrook 2014,109.128.3.146,
,/* Aanleiding */,,nl,,41780424,41782659,main,5220,,,2014-07-28 20:33:13,Conflict in de Gazastrook 2014,109.128.3.146,
,/* Zie ook */ beelden in Gaza voor een minimum minimorum aan neutraliteit,,nl,,41780421,41780424,main,5032,,,2014-07-28 14:44:28,Conflict in de Gazastrook 2014,Ben Pirard,
,/* Zie ook */ beelden in Gaza voor een minimum minimorum aan neutraliteit,,nl,,41780407,41780421,main,5034,,,2014-07-28 14:43:54,Conflict in de Gazastrook 2014,Ben Pirard,
,/* Zie ook */ beelden in Gaza voor een minimum minimorum aan neutraliteit,,nl,,41758905,41780407,main,5048,,,2014-07-28 14:41:42,Conflict in de Gazastrook 2014,Ben Pirard,
,,,nl,,41746806,41758905,main,4945,,,2014-07-24 22:45:38,Conflict in de Gazastrook 2014,83.98.253.225,
,Wijzigingen door [[Special:Contributions/24.132.145.107|24.132.145.107]] ([[User talk:24.132.145.107|Overleg]]) hersteld tot de laatste versie door [[User:Mar(c)|Mar(c)]],,nl,,41746777,41746806,main,4917,,,2014-07-22 16:56:16,Conflict in de Gazastrook 2014,Robotje,
,,,nl,,41746756,41746777,main,4756,,,2014-07-22 16:48:07,Conflict in de Gazastrook 2014,24.132.145.107,
,Versie 41746747 van [[Special:Contributions/24.132.145.107|24.132.145.107]] ([[User talk:24.132.145.107|overleg]]) ongedaan gemaakt; afbeeldingen kunnen niet op die manier geplaatst worden,,nl,,41746747,41746756,main,4917,,,2014-07-22 16:43:05,Conflict in de Gazastrook 2014,Mar(c),
,,,nl,,41746223,41746747,main,4957,,,2014-07-22 16:40:46,Conflict in de Gazastrook 2014,24.132.145.107,
,cat,,nl,,41745793,41746223,main,4917,,,2014-07-22 14:57:56,Conflict in de Gazastrook 2014,Wwikix,
,,,nl,,41737672,41745793,main,4879,,,2014-07-22 13:12:07,Conflict in de Gazastrook 2014,DL3222,
,Versie 41737608 van [[Special:Contributions/83.117.176.243|83.117.176.243]] ([[User talk:83.117.176.243|overleg]]) ongedaan gemaakt.,,nl,,41737608,41737672,main,4877,,,2014-07-21 04:08:43,Conflict in de Gazastrook 2014,Saschaporsche,
,,,nl,,41732462,41737608,main,4879,,,2014-07-21 02:14:50,Conflict in de Gazastrook 2014,83.117.176.243,
,Versie 41730705 van [[Special:Contributions/83.98.253.225|83.98.253.225]] ([[User talk:83.98.253.225|overleg]]) ongedaan gemaakt.,,nl,,41730705,41732462,main,4877,,,2014-07-20 09:52:41,Conflict in de Gazastrook 2014,MatthijsWiki,
,,,nl,,41722137,41730705,main,4953,,,2014-07-19 23:43:58,Conflict in de Gazastrook 2014,83.98.253.225,
,,,nl,,41721982,41722137,main,4877,,,2014-07-18 11:09:18,Conflict in de Gazastrook 2014,Wwikix,
,"cat, opm",,nl,,41721791,41721982,main,4867,,,2014-07-18 10:46:38,Conflict in de Gazastrook 2014,Wwikix,
,,,nl,,41721753,41721791,main,4773,,,2014-07-18 10:08:38,Conflict in de Gazastrook 2014,Wwikix,
,Palestijnse groepen,,nl,,41720329,41721753,main,4785,,,2014-07-18 10:03:14,Conflict in de Gazastrook 2014,Wwikix,
,,,nl,,41720315,41720329,main,4583,,,2014-07-17 23:40:40,Conflict in de Gazastrook 2014,NFLNeuman,
,,,nl,,41720130,41720315,main,4500,,,2014-07-17 23:35:14,Conflict in de Gazastrook 2014,NFLNeuman,
,,,nl,,41720116,41720130,main,4498,,,2014-07-17 22:16:15,Conflict in de Gazastrook 2014,NFLNeuman,
,,,nl,,41720111,41720116,main,4407,,,2014-07-17 22:11:50,Conflict in de Gazastrook 2014,NFLNeuman,
,,,nl,,41720062,41720111,main,4413,,,2014-07-17 22:10:33,Conflict in de Gazastrook 2014,NFLNeuman,
,dag 10,,nl,,41719914,41720062,main,4192,,,2014-07-17 21:56:36,Conflict in de Gazastrook 2014,NFLNeuman,
,,,nl,,41719513,41719914,main,3480,,,2014-07-17 21:20:29,Conflict in de Gazastrook 2014,NFLNeuman,
,boots on the ground,,nl,,41709308,41719513,main,3480,,,2014-07-17 20:00:01,Conflict in de Gazastrook 2014,NFLNeuman,
,wordt bekend dat ... hebben uitgevoerd -> voerden uit,,nl,,41695823,41709308,main,3171,,,2014-07-16 07:21:27,Conflict in de Gazastrook 2014,Falcongj,
,Wijzigingen door [[Special:Contributions/83.87.22.11|83.87.22.11]] ([[User talk:83.87.22.11|Overleg]]) hersteld tot de laatste versie door [[User:RonaldB|RonaldB]],,nl,,41695822,41695823,main,3193,,,2014-07-14 10:57:39,Conflict in de Gazastrook 2014,RonaldB,
,,,nl,,41695817,41695822,main,2890,,,2014-07-14 10:57:36,Conflict in de Gazastrook 2014,83.87.22.11,
,,,nl,,41695814,41695817,main,3052,,,2014-07-14 10:56:32,Conflict in de Gazastrook 2014,83.87.22.11,
,Wijzigingen door [[Special:Contributions/83.87.22.11|83.87.22.11]] ([[User talk:83.87.22.11|Overleg]]) hersteld tot de laatste versie door [[User:TheShrimp|TheShrimp]],,nl,,41695811,41695814,main,3193,,,2014-07-14 10:55:34,Conflict in de Gazastrook 2014,RonaldB,
,,,nl,,41692493,41695811,main,2921,,,2014-07-14 10:54:55,Conflict in de Gazastrook 2014,83.87.22.11,
,,,nl,,41692464,41692493,main,3193,,,2014-07-13 18:38:32,Conflict in de Gazastrook 2014,TheShrimp,
,/* Verloop van de gebeurtenissen */,,nl,,41692329,41692464,main,3143,,,2014-07-13 18:33:52,Conflict in de Gazastrook 2014,TheShrimp,
,/* Aanleiding */,,nl,,41689375,41692329,main,3057,,,2014-07-13 18:13:28,Conflict in de Gazastrook 2014,TheShrimp,
,/* Verloop van de gebeurtenissen */ wikilink aangepast,,nl,,41689360,41689375,main,3055,,,2014-07-13 10:08:20,Conflict in de Gazastrook 2014,Saschaporsche,
,/* Verloop van de gebeurtenissen */ +,,nl,,41689274,41689360,main,3035,,,2014-07-13 10:07:04,Conflict in de Gazastrook 2014,Saschaporsche,
,aanvullingen,,nl,,41689223,41689274,main,2768,,,2014-07-13 09:53:47,Conflict in de Gazastrook 2014,Capaccio,
,+ kopjes,,nl,,41663104,41689223,main,2387,,,2014-07-13 09:46:34,Conflict in de Gazastrook 2014,Saschaporsche,
,nieuws,,nl,,41662782,41663104,main,2352,,,2014-07-08 19:53:33,Conflict in de Gazastrook 2014,Hanhil,
,aanvulling,,nl,,41662707,41662782,main,2330,,,2014-07-08 19:04:11,Conflict in de Gazastrook 2014,Hanhil,
,infobox,,nl,,41662686,41662707,main,1314,,,2014-07-08 18:52:49,Conflict in de Gazastrook 2014,Hanhil,
,[[WP:GS|Nieuwe pagina aangemaakt]] met 'Het '''conflict in de Gazastrook 2014''' is een militair conflict dat in de zomer van 2014 startte tussen [[Israël]] en - hoofdzakelijk - de Palestijne...',,nl,,0,41662686,main,654,,,2014-07-08 18:49:51,Conflict in de Gazastrook 2014,Hanhil,
,Redder 1 kilde(r) og merker 0 som død(e). #IABot (v2.0beta8),,no,,17764688,18780369,main,36915,,,2018-08-25 18:45:10,Gaza-krigen 2014,InternetArchiveBot,
,Redder 3 kilde(r) og merker 0 som død(e). #IABot (v1.5),,no,,17641772,17764688,main,36599,,,2017-09-04 00:41:07,Gaza-krigen 2014,InternetArchiveBot,
,Redder 0 kilde(r) og merker 1 som død(e). #IABot (v1.5beta),,no,,17593728,17641772,main,36193,,,2017-07-29 22:32:57,Gaza-krigen 2014,InternetArchiveBot,
,Redder 2 kilde(r) og merker 0 som død(e). #IABot (v1.4.2),,no,,17552054,17593728,main,36139,,,2017-07-20 18:10:24,Gaza-krigen 2014,InternetArchiveBot,
,Redder 1 kilde(r) og merker 0 som død(e). #IABot (v1.4),,no,,17536751,17552054,main,36036,,,2017-07-11 13:53:59,Gaza-krigen 2014,InternetArchiveBot,
,/* Den internasjonale straffedomstolen */,,no,,17536749,17536751,main,36035,,,2017-07-08 14:46:56,Gaza-krigen 2014,Toreau,
,,,no,,17491985,17536749,main,36052,,,2017-07-08 14:46:18,Gaza-krigen 2014,Toreau,
,Redder 1 kilde(r) og merker 0 som død(e). #IABot (v1.4beta4),,no,,17063994,17491985,main,35707,,,2017-06-30 16:48:34,Gaza-krigen 2014,InternetArchiveBot,
,Tilbakestilte endring av [[Brukerdiskusjon:5.186.150.219|5.186.150.219]] ([[Spesial:Contributions/5.186.150.219|bidrag]]) til siste versjon av M14,,no,,17063989,17063994,main,35600,,,2017-01-11 16:00:55,Gaza-krigen 2014,Profoss,
,Det er en by i Gaza,,no,,16389452,17063989,main,35627,,visualeditor,2017-01-11 15:54:29,Gaza-krigen 2014,5.186.150.219,
,/* Referanser */ +mal,,no,,15991746,16389452,main,35600,,,2016-05-22 22:04:36,Gaza-krigen 2014,M14,
,"typo og/eller lenkefiks, replaced: I følge → Ifølge, i følge → ifølge using [[Project:AWB|AWB]]",,no,,15946944,15991746,main,35588,,,2016-03-17 00:48:05,Gaza-krigen 2014,TorbjørnS-AWB,
,/* Kostader */ Det var skrevet Kostader og jeg anntok det skulle stå kostnader,,no,,15666457,15946944,main,35590,,visualeditor,2016-03-14 19:37:14,Gaza-krigen 2014,84.210.219.95,
,"tom ref-tagg, trekker sammen",,no,,15312184,15666457,main,35588,,,2016-01-15 15:48:32,Gaza-krigen 2014,Jeblad (bot),
,Legger til 'Autoritetsdata' nederst på siden,,no,,14898113,15312184,main,35728,,,2015-12-30 16:13:46,Gaza-krigen 2014,Jeblad (bot),
,Fjerner beskyttet-mal,,no,,14576923,14898113,main,35709,,,2015-11-08 19:21:02,Gaza-krigen 2014,Tarjeimo,
,Skifter til bruk av references,,no,,14411007,14576923,main,35787,,,2015-10-05 21:11:14,Gaza-krigen 2014,Jeblad (bot),
,Bot: Parsoid bug [[phab:T107675]],,no,,14369392,14411007,main,35789,,,2015-09-17 05:49:17,Gaza-krigen 2014,Dexbot,
,Fjernet beskyttelse av «[[Gaza-krigen 2014]]»,,no,,13671127,14369392,main,35825,,,2015-09-03 20:35:57,Gaza-krigen 2014,Apple farmer,
,/* Den israelske militæroperasjonen mot Gaza */,,no,,13671118,13671127,main,35825,,,2015-02-04 13:50:27,Gaza-krigen 2014,Utvik,
,Fjernet reintroduserte skrivefeil.,,no,,13671105,13671118,main,35825,,,2015-02-04 13:44:00,Gaza-krigen 2014,Utvik,
,"Tilbakestiller omdiskuterte endringer, kan evt. reverteres når det oppstår enighet på diskusjonssiden.",,no,,13670150,13671105,main,35826,,,2015-02-04 13:38:07,Gaza-krigen 2014,Utvik,
,Tilbakestiller innholdsrelaterte endringer som har vært stridstema i redigeringskonflikt,,no,,13669897,13670150,main,36518,,,2015-02-03 19:30:26,Gaza-krigen 2014,Cavernia,
,"Modererer skråsikkerhet om årsak, presiserer hvem som skjøt raketter",,no,,13669843,13669897,main,36571,,,2015-02-03 18:00:21,Gaza-krigen 2014,Cavernia,
,"En lang rekke mindre forbedringer, korrigert stavefeil, misvisende referanser og spissformuleringer",,no,,13665131,13669843,main,36019,,,2015-02-03 17:38:58,Gaza-krigen 2014,Cavernia,
,fjernet uthenging av bruker i mal,,no,,13664850,13665131,main,35826,,,2015-02-01 15:02:49,Gaza-krigen 2014,Grrahnbahr,
,,,no,,13664849,13664850,main,35877,,,2015-02-01 12:40:36,Gaza-krigen 2014,Torstein,
,beskyttet,,no,,13664842,13664849,main,35911,,,2015-02-01 12:39:52,Gaza-krigen 2014,Torstein,
,Beskyttet «[[Gaza-krigen 2014]]»: Redigeringskrig ([Redigering=Tillat kun administratorer] (ubestemt) [Flytting=Tillat kun administratorer] (ubestemt)),,no,,13664781,13664842,main,35833,,,2015-02-01 12:33:15,Gaza-krigen 2014,Torstein,
,Objektivitetag innsatt av Bruker:Jeblad,,no,,13664413,13664781,main,35833,,,2015-02-01 11:50:46,Gaza-krigen 2014,Ezzex,
,"[Datofiks] date : 29 June 2014 → 29. juni 2014, accessdate : 10 August 2014 → 10. august 2014",,no,,13664138,13664413,main,35782,,,2015-02-01 03:11:45,Gaza-krigen 2014,DanmicholoBot,
,Er ikke bare Jeblad som påstår det,,no,,13663701,13664138,main,35780,,,2015-01-31 23:01:09,Gaza-krigen 2014,Mikrobølgeovn,
,/* Ødeleggelser */,,no,,13663687,13663701,main,35840,,,2015-01-31 18:46:47,Gaza-krigen 2014,Ezzex,
,/* Ødeleggelser */,,no,,13663641,13663687,main,35833,,visualeditor,2015-01-31 18:42:11,Gaza-krigen 2014,Ezzex,
,,,no,,13663218,13663641,main,35662,,visualeditor,2015-01-31 18:27:30,Gaza-krigen 2014,Ezzex,
,,,no,,13663202,13663218,main,35661,,,2015-01-31 15:29:18,Gaza-krigen 2014,Ezzex,
,,,no,,13663201,13663202,main,35270,,,2015-01-31 15:20:40,Gaza-krigen 2014,Ezzex,
,spes hvem som kommer med påstanden om ojektivitet,,no,,13663190,13663201,main,35252,,,2015-01-31 15:19:12,Gaza-krigen 2014,Ezzex,
,/* Forsoningsavtallem mellom Hamas og Fatah */,,no,,13663188,13663190,main,35215,,,2015-01-31 15:11:50,Gaza-krigen 2014,Ezzex,
,/* Forsoningsavtallem mellom Hamas og Fatah */,,no,,13663185,13663188,main,35228,,visualeditor,2015-01-31 15:10:28,Gaza-krigen 2014,Ezzex,
,/* Bortføringen av de tre israelske tenåringene på Vestbredden */,,no,,13663132,13663185,main,35207,,visualeditor,2015-01-31 15:07:59,Gaza-krigen 2014,Ezzex,
,/* Forsoningsavtallem mellom Hamas og Fatah */,,no,,13663129,13663132,main,35233,,visualeditor,2015-01-31 14:37:01,Gaza-krigen 2014,Ezzex,
,"/* Forløp, bakgrunn og årsak */",,no,,13663104,13663129,main,35225,,visualeditor,2015-01-31 14:34:58,Gaza-krigen 2014,Ezzex,
,"/* Forløp, bakgrunn og årsak */",,no,,13663028,13663104,main,35236,,visualeditor,2015-01-31 14:25:39,Gaza-krigen 2014,Ezzex,
,"/* Forløp, bakgrunn og årsak */",,no,,13663020,13663028,main,35236,,visualeditor,2015-01-31 13:33:31,Gaza-krigen 2014,Ezzex,
,"/* Forløp, bakgrunn og årsak */",,no,,13663008,13663020,main,35198,,visualeditor,2015-01-31 13:27:45,Gaza-krigen 2014,Ezzex,
,,,no,,13660009,13663008,main,35017,,visualeditor,2015-01-31 13:21:42,Gaza-krigen 2014,Ezzex,
,,,no,,13659586,13660009,main,35015,,,2015-01-29 18:33:28,Gaza-krigen 2014,Ezzex,
,Fjerner Mikrobølgeovns endringer. Diskuter først. Jeg har nedlagt svært mye arbeide på artikkelen,,no,,13659552,13659586,main,34706,,,2015-01-29 15:11:44,Gaza-krigen 2014,Ezzex,
,Gjenoppretter informasjon i infoboks som ble slettet uten videre forklaring,,no,,13659546,13659552,main,35796,,,2015-01-29 14:53:30,Gaza-krigen 2014,Mikrobølgeovn,
,/* Kidnappings-saken */ Omformulering,,no,,13659378,13659546,main,34676,,,2015-01-29 14:51:55,Gaza-krigen 2014,Mikrobølgeovn,
,fjerner manglende forhistorie i objektiv-tag. Dette blir en helt meningsløs påstand da dette i høyeste grad er med,,no,,13659341,13659378,main,34706,,,2015-01-29 13:41:58,Gaza-krigen 2014,Ezzex,
,"/* Forløp, bakgrunn og årsak */",,no,,13659326,13659341,main,34729,,visualeditor,2015-01-29 13:29:29,Gaza-krigen 2014,Ezzex,
,,,no,,13658734,13659326,main,34619,,visualeditor,2015-01-29 13:17:25,Gaza-krigen 2014,Ezzex,
,Merker med objektivitet grunnet ladete formuleringer og manglende kontekst i ingress. Kort sagt for ensidig.,,no,,13658675,13658734,main,34618,,,2015-01-29 05:44:48,Gaza-krigen 2014,Jeblad,
,"/* Forløp, bakgrunn og årsak */",,no,,13658655,13658675,main,34552,,,2015-01-29 02:51:49,Gaza-krigen 2014,Ezzex,
,,,no,,13658649,13658655,main,34542,,visualeditor,2015-01-29 02:31:47,Gaza-krigen 2014,Ezzex,
,,,no,,13658645,13658649,main,34538,,,2015-01-29 02:30:26,Gaza-krigen 2014,Ezzex,
,"/* Forløp, bakgrunn og årsak */",,no,,13658642,13658645,main,34510,,,2015-01-29 02:29:29,Gaza-krigen 2014,Ezzex,
,,,no,,13658636,13658642,main,34493,,visualeditor,2015-01-29 02:27:59,Gaza-krigen 2014,Ezzex,
,,,no,,13658609,13658636,main,34405,,visualeditor,2015-01-29 02:23:45,Gaza-krigen 2014,Ezzex,
,,,no,,13658607,13658609,main,34279,,visualeditor,2015-01-29 02:07:03,Gaza-krigen 2014,Ezzex,
,"/* Drepte, skadde og fordrevne */",,no,,13658605,13658607,main,34286,,visualeditor,2015-01-29 02:06:06,Gaza-krigen 2014,Ezzex,
,/* Reakjoner */,,no,,13658603,13658605,main,34263,,visualeditor,2015-01-29 02:04:00,Gaza-krigen 2014,Ezzex,
,"/* Etterspill, konsekvenser */",,no,,13658602,13658603,main,34229,,visualeditor,2015-01-29 02:03:18,Gaza-krigen 2014,Ezzex,
,"/* Etterspill, konsekvenser */",,no,,13658601,13658602,main,34206,,visualeditor,2015-01-29 02:02:32,Gaza-krigen 2014,Ezzex,
,"/* Etterspill, konsekvenser */",,no,,13658597,13658601,main,34148,,,2015-01-29 02:01:02,Gaza-krigen 2014,Ezzex,
,"/* Etterspill, konsekvenser */",,no,,13658591,13658597,main,34141,,,2015-01-29 01:59:58,Gaza-krigen 2014,Ezzex,
,"/* Etterspill, konsekvenser */",,no,,13658585,13658591,main,33809,,,2015-01-29 01:54:36,Gaza-krigen 2014,Ezzex,
,"/* Etterspill, konsekvenser */",,no,,13658582,13658585,main,33394,,visualeditor,2015-01-29 01:46:20,Gaza-krigen 2014,Ezzex,
,"/* Etterspill, konsekvenser */",,no,,13658579,13658582,main,33383,,visualeditor,2015-01-29 01:44:15,Gaza-krigen 2014,Ezzex,
,,,no,,13658553,13658579,main,33357,,visualeditor,2015-01-29 01:38:46,Gaza-krigen 2014,Ezzex,
,,,no,,13658548,13658553,main,33369,,visualeditor,2015-01-29 00:57:08,Gaza-krigen 2014,Ezzex,
,"/* Etterspill, konsekvenser */",,no,,13658547,13658548,main,33343,,,2015-01-29 00:51:20,Gaza-krigen 2014,Ezzex,
,,,no,,13658546,13658547,main,33135,,,2015-01-29 00:48:46,Gaza-krigen 2014,Ezzex,
,/* Reakjoner */,,no,,13658545,13658546,main,33101,,,2015-01-29 00:48:28,Gaza-krigen 2014,Ezzex,
,,,no,,13658543,13658545,main,33135,,visualeditor,2015-01-29 00:48:02,Gaza-krigen 2014,Ezzex,
,,,no,,13658540,13658543,main,33131,,,2015-01-29 00:47:31,Gaza-krigen 2014,Ezzex,
,,,no,,13658534,13658540,main,33103,,visualeditor,2015-01-29 00:45:29,Gaza-krigen 2014,Ezzex,
,"/* Etterspill, konsekvenser */",,no,,13658530,13658534,main,32990,,,2015-01-29 00:40:24,Gaza-krigen 2014,Ezzex,
,/* Reakjoner */,,no,,13658526,13658530,main,32973,,,2015-01-29 00:32:58,Gaza-krigen 2014,Ezzex,
,/* Reakjoner */,,no,,13658525,13658526,main,32884,,,2015-01-29 00:30:01,Gaza-krigen 2014,Ezzex,
,,,no,,13658522,13658525,main,32884,,,2015-01-29 00:29:25,Gaza-krigen 2014,Ezzex,
,/* Reakjoner */,,no,,13658511,13658522,main,32878,,,2015-01-29 00:28:05,Gaza-krigen 2014,Ezzex,
,,,no,,13658506,13658511,main,32762,,visualeditor,2015-01-29 00:11:17,Gaza-krigen 2014,Ezzex,
,/* Reakjoner */,,no,,13658504,13658506,main,32749,,visualeditor,2015-01-29 00:09:31,Gaza-krigen 2014,Ezzex,
,,,no,,13658499,13658504,main,32758,,visualeditor,2015-01-29 00:07:55,Gaza-krigen 2014,Ezzex,
,,,no,,13658498,13658499,main,32749,,visualeditor,2015-01-29 00:03:39,Gaza-krigen 2014,Ezzex,
,/* Reakjoner */,,no,,13658494,13658498,main,32747,,,2015-01-29 00:00:48,Gaza-krigen 2014,Ezzex,
,,,no,,13658474,13658494,main,32705,,,2015-01-28 23:56:34,Gaza-krigen 2014,Ezzex,
,Fjerner revisjon 13658471 av [[Bruker:Mikrobølgeovn|Mikrobølgeovn]] ([[Brukerdiskusjon:Mikrobølgeovn|diskusjon]] | [[Spesial:Bidrag/Mikrobølgeovn|bidrag]]),,no,,13658471,13658474,main,32678,,,2015-01-28 23:53:13,Gaza-krigen 2014,Ezzex,
,Foreslår at du svarer på innvendingene mine fremfor å beskylde meg for å være en sokkedukke.,,no,,13658469,13658471,main,31575,,,2015-01-28 23:52:49,Gaza-krigen 2014,Mikrobølgeovn,
,/* Reakjoner */ kapittel under utvikling,,no,,13658465,13658469,main,32678,,,2015-01-28 23:52:39,Gaza-krigen 2014,Ezzex,
,Fjerner revisjon 13658463 av [[Bruker:Mikrobølgeovn|Mikrobølgeovn]] ([[Brukerdiskusjon:Mikrobølgeovn|diskusjon]] | [[Spesial:Bidrag/Mikrobølgeovn|bidrag]]),,no,,13658463,13658465,main,32644,,,2015-01-28 23:51:17,Gaza-krigen 2014,Ezzex,
,/* Reakjoner */ Du kan ikke basere et kapittel om israelske reaksjoner på ekstremister,,no,,13658460,13658463,main,31541,,,2015-01-28 23:50:50,Gaza-krigen 2014,Mikrobølgeovn,
,,,no,,13658451,13658460,main,32644,,,2015-01-28 23:47:48,Gaza-krigen 2014,Ezzex,
,/* Krigføring */,,no,,13658450,13658451,main,32225,,visualeditor,2015-01-28 23:22:02,Gaza-krigen 2014,Ezzex,
,/* Ødeleggelser */,,no,,13658448,13658450,main,32218,,,2015-01-28 23:19:16,Gaza-krigen 2014,Ezzex,
,/* Reakjoner */,,no,,13658447,13658448,main,32191,,,2015-01-28 23:15:03,Gaza-krigen 2014,Ezzex,
,/* Ødeleggelser */,,no,,13658436,13658447,main,32191,,visualeditor,2015-01-28 23:13:15,Gaza-krigen 2014,Ezzex,
,"/* Forløp, bakgrunn og årsak */",,no,,13658430,13658436,main,32092,,visualeditor,2015-01-28 23:08:30,Gaza-krigen 2014,Ezzex,
,/* Ødeleggelser */,,no,,13658427,13658430,main,32109,,visualeditor,2015-01-28 23:02:19,Gaza-krigen 2014,Ezzex,
,/* Ødeleggelser */,,no,,13658423,13658427,main,32103,,,2015-01-28 23:00:42,Gaza-krigen 2014,Ezzex,
,Fjerner revisjon 13658420 av [[Bruker:Ezzex|Ezzex]] ([[Brukerdiskusjon:Ezzex|diskusjon]] | [[Spesial:Bidrag/Ezzex|bidrag]]),,no,,13658420,13658423,main,32120,,,2015-01-28 22:58:23,Gaza-krigen 2014,Ezzex,
,,,no,,13658411,13658420,main,31395,,,2015-01-28 22:55:45,Gaza-krigen 2014,Ezzex,
,/* Ødeleggelser */,,no,,13658400,13658411,main,32120,,,2015-01-28 22:48:57,Gaza-krigen 2014,Ezzex,
,/* Ødeleggelser */,,no,,13657803,13658400,main,32102,,,2015-01-28 22:40:43,Gaza-krigen 2014,Ezzex,
,"/* Forløp, bakgrunn og årsak */",,no,,13656023,13657803,main,31382,,visualeditor,2015-01-28 18:13:24,Gaza-krigen 2014,Ezzex,
,,,no,,13656022,13656023,main,31395,,visualeditor,2015-01-27 23:03:45,Gaza-krigen 2014,Ezzex,
,,,no,,13656020,13656022,main,31420,,visualeditor,2015-01-27 23:02:40,Gaza-krigen 2014,Ezzex,
,,,no,,13656015,13656020,main,31418,,,2015-01-27 22:59:52,Gaza-krigen 2014,Ezzex,
,"/* Forløp, bakgrunn og årsak */",,no,,13656011,13656015,main,31429,,visualeditor,2015-01-27 22:49:27,Gaza-krigen 2014,Ezzex,
,,,no,,13656003,13656011,main,31038,,,2015-01-27 22:43:58,Gaza-krigen 2014,Ezzex,
,,,no,,13655995,13656003,main,31057,,,2015-01-27 22:35:55,Gaza-krigen 2014,Ezzex,
,"/* Forløp, bakgrunn og årsak */",,no,,13655853,13655995,main,30755,,,2015-01-27 22:31:30,Gaza-krigen 2014,Ezzex,
,"/* Etterspill, konsekvenser */",,no,,13655828,13655853,main,30403,,visualeditor,2015-01-27 20:28:37,Gaza-krigen 2014,Ezzex,
,Tilbakestiller. Personen som endret har tidligere markert seg som meget partisk og benyttet dessuten anledningen til å redigere da jeg var forhindret,,no,,13651345,13655828,main,30412,,,2015-01-27 20:14:23,Gaza-krigen 2014,Ezzex,
,Korr.,,no,,13640184,13651345,main,28758,,,2015-01-25 14:08:05,Gaza-krigen 2014,Asav,
,,,no,,13639131,13640184,main,28757,,,2015-01-19 15:39:45,Gaza-krigen 2014,Mikrobølgeovn,
,[Datofiks] Fikset 3 datoer,,no,,13639112,13639131,main,28641,,,2015-01-19 03:11:47,Gaza-krigen 2014,DanmicholoBot,
,/* Ødeleggelser */,,no,,13639111,13639112,main,28638,,,2015-01-19 02:48:58,Gaza-krigen 2014,Mikrobølgeovn,
,,,no,,13639110,13639111,main,28685,,,2015-01-19 02:45:42,Gaza-krigen 2014,Mikrobølgeovn,
,"Dette blir en høna-eller-egget-diskusjon som er verdt å unngå, spesielt i innledningen",,no,,13639107,13639110,main,28688,,,2015-01-19 02:42:15,Gaza-krigen 2014,Mikrobølgeovn,
,,,no,,13639106,13639107,main,28806,,,2015-01-19 02:41:08,Gaza-krigen 2014,Mikrobølgeovn,
